TIPO,DESCRIPCION,RAZON,GIRO,ENTIDAD,INCUMPLIMIENTO,RESULTADO
BASCULA,LA BASCULA SE ENCUENTRA DENTRO DE LA TOLERANCIA,CARNICERIA  SIN NOMBRE,CARNICERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,LA BASCULA SE ENCUENTRA DENTRO DE LA TOLERANCIA,CARNICERIA  SIN NOMBRE,CARNICERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,LA BASCULA SE ENCUENTRA DENTRO DE LA TOLERANCIA,POLLERIA SIN NOMBRE Y/O EDUARDO OCAMPO MARTINEZ,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,LA BASCULA SE ENCUENTRA DENTRO DE LA TOLERANCIA,POLLERIA SIN NOMBRE Y/O EDUARDO OCAMPO MARTINEZ,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,LA BASCULA SE ENCUENTRA DENTRO  DE LA TOLERANCIA,POLLERIA,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,LA BASCULA SE ENCUENTRA DENTRO  DE LA TOLERANCIA,POLLERIA,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,LA BASCULA SE ENCUIENTRA DENTRO DE LA TOLERANCIA,POLLERIA,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,LA BASCULA SE ENCUIENTRA DENTRO DE LA TOLERANCIA,POLLERIA,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,LA BASCULA SE ENCUENTRA DENTRO DE LA TOLERANCIA,POLLERIA  SIN NOMBRE,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,LA BASCULA SE ENCUENTRA DENTRO DE LA TOLERANCIA,POLLERIA  SIN NOMBRE,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,CUMPLE CON LA NORMA,ABARROTES  SIN NOMBRE  Y/O  MARIA ANTONIETA LOPEZ GONZALEZ,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,CUMPLE CON LA NORMA,ABARROTES  SIN NOMBRE  Y/O  MARIA ANTONIETA LOPEZ GONZALEZ,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,  SE ENCUENTRA DENTRO DE LA TOLERANCIA,ABARROTES  SIN  NOMBRE    SALVADOR  PAEZ  DIAZ,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,  SE ENCUENTRA DENTRO DE LA TOLERANCIA,ABARROTES  SIN  NOMBRE    SALVADOR  PAEZ  DIAZ,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,LA BASCULA SE ENCUENTRA DENTRO DE LA TOLERANCIA,ABARROTES LALOS  Y/O IRMA CABA�AS MOTA,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,LA BASCULA SE ENCUENTRA DENTRO DE LA TOLERANCIA,ABARROTES LALOS  Y/O IRMA CABA�AS MOTA,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,LA BASCULA SE ENCUENTRA DENTRO DE LA TOLERANCIA,ABARROTES MARIANITA,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,LA BASCULA SE ENCUENTRA DENTRO DE LA TOLERANCIA,ABARROTES MARIANITA,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,LA BASCULA SE ENCUENTRA DENTRO DE LA TOLERANCIA,SUPER LACTEOS DEL BAJIO,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,LA BASCULA SE ENCUENTRA DENTRO DE LA TOLERANCIA,SUPER LACTEOS DEL BAJIO,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,SE VERIFICO UNA BASCULA CON NUMERO DE SERIE 5305 LA CUAL SE ENCONTRO DENTRO DE LA TOLERANCIA,COMERCIAL ABARROTERA EL LINCE  S.A. DE C.V.,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,SE VERIFICO UNA BASCULA CON NUMERO DE SERIE 5305 LA CUAL SE ENCONTRO DENTRO DE LA TOLERANCIA,COMERCIAL ABARROTERA EL LINCE  S.A. DE C.V.,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,SE VERIFICA UNA BASCULA SIN NUMERO DE SERIE LA CUAL SE ENCONTRO DENTRO DE LA TOLERANCIA,MISCELANEA  MARY,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,SE VERIFICA UNA BASCULA SIN NUMERO DE SERIE LA CUAL SE ENCONTRO DENTRO DE LA TOLERANCIA,MISCELANEA  MARY,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,1 BASCULA VERIFICADA MARCA COBACORP CON NUMERO DE SERIE BCC30 LA CUAL SE ENCONTRO DENTRO DE LA TOLERANCIA,ABARROTES  LUPITA,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,1 BASCULA VERIFICADA MARCA COBACORP CON NUMERO DE SERIE BCC30 LA CUAL SE ENCONTRO DENTRO DE LA TOLERANCIA,ABARROTES  LUPITA,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,SE VERIFICA UNA BASCULA MARCA REGO CON NUMERO DE SERIE 4095 LA CUAL SE ENCONTRO DENTRO DE LA TOLERANCIA,FRUTAS  SIN NOMBRE  Y/O   CELERINO  SERRANO  ISLAS,FRUTAS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,SE VERIFICA UNA BASCULA MARCA REGO CON NUMERO DE SERIE 4095 LA CUAL SE ENCONTRO DENTRO DE LA TOLERANCIA,FRUTAS  SIN NOMBRE  Y/O   CELERINO  SERRANO  ISLAS,FRUTAS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,SE VERIFICA UNA BASCULA MENHER CON NUMERO DE SERIE 446 LA CUAL SE ENCONTRO DENTRO DE LA TOLERANCIA,FRUTAS SIN NOMBRE  Y/O JESUS  GONZALEZ NAVARRETE,FRUTAS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,SE VERIFICA UNA BASCULA MENHER CON NUMERO DE SERIE 446 LA CUAL SE ENCONTRO DENTRO DE LA TOLERANCIA,FRUTAS SIN NOMBRE  Y/O JESUS  GONZALEZ NAVARRETE,FRUTAS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,SE VERIFICO UNA BASCULA MARCA AUGUST SAUTER CON NUMERO DE SERIE 506576 LA CUAL SE ENCONTRO DENTRO DE LA TOLERANCIA,CARNICERIA EXCELSIOR  Y/O PAULINO FLORES CALVO,CARNICERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,SE VERIFICO UNA BASCULA MARCA AUGUST SAUTER CON NUMERO DE SERIE 506576 LA CUAL SE ENCONTRO DENTRO DE LA TOLERANCIA,CARNICERIA EXCELSIOR  Y/O PAULINO FLORES CALVO,CARNICERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,SE VERIFICO UNA BASCULA MARCA AUGUST SAUTER CON NUMERO DE SERIE 513131 LA CUAL SE ENCONTRO DENTRO DE LA TOLERANCIA,CARNICERIA EXCELSIOR  Y/O PAULINO FLORES CALVO,CARNICERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,SE VERIFICO UNA BASCULA MARCA AUGUST SAUTER CON NUMERO DE SERIE 513131 LA CUAL SE ENCONTRO DENTRO DE LA TOLERANCIA,CARNICERIA EXCELSIOR  Y/O PAULINO FLORES CALVO,CARNICERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,SE VERIFICO UNA BASCULA CON NUMERO DE SERIE F0998975 LA CUAL SE ENCONTRO DENTRO DE LA TOLERANCIA,CARNICERIA  Y TOCINERIA LA CARMELITA Y/O FERNANDO SALCEDO PEREZ,CARNICERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BASCULA,SE VERIFICO UNA BASCULA CON NUMERO DE SERIE F0998975 LA CUAL SE ENCONTRO DENTRO DE LA TOLERANCIA,CARNICERIA  Y TOCINERIA LA CARMELITA Y/O FERNANDO SALCEDO PEREZ,CARNICERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,NO SE DETECTO INCUMPLIMIENTO,DINASTIA JR�S JEANS KIDS Y/O JOSE FIDEL GUILLERMO LOPEZ HERNANDEZ,ROPA INFANTIL,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
CINTURON DE PIEL,NO SE DETECTO INCUMPLIMIENTO,C & A MEXICO  S. DE R.L.  SUC. 26 (PARQUE DELTA),ROPA PARA DAMA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
UTENSILIOS  DE COCINA,NO SE DETCTO INCUMPLIMIENTO,ALMACENES ANFORA  S.A. DE C.V.,ARTICULOS PARA EL HOGAR,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
UTENSILIOS  DE COCINA,NO SE DETECTO INCUMPLIMIENTO,ALMACENES ANFORA  S.A. DE C.V.,ARTICULOS PARA EL HOGAR,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ART. DE PERFUMERIA Y BELLEZA,NO SE DETECTO INCUMPLIMIENTO,PERFUMERIA SHARON   Y/O MOSHE SHARON YAZED,PERFUMERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ART. DE PERFUMERIA Y BELLEZA,NO SE DETECTO INCUMPLIMIENTO,PERFUMERIA  KAREN,PERFUMERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA CABALLERO,     CUMPLE CON LA NORMA,CORPORACION MISAC  S.A. DE C.V. Y/O SALVAJE TENTACION,ROPA PARA CABALLERO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,CUMPLE CON LA NORMA,COMERCIALIZADORA CADER   S.A. DE C.V.,ZAPATERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS, CUMPLE CON LA NORMA,GRUPO LAVIR�S   S. DE R.L. DE C.V.   Y/O ZAPATERIA CONTINENTAL,ZAPATERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,  CUMPLE CON LA NORMA,BANDOLINO    DISTRIBUIDORA RAPEL  S.A. DE C.V.,ZAPATERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,  CUMPLE CON LA NORMA,BIZZARRO,JOYERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,NO EXHIBE POR ALGUN MEDIO O FORMA LA EQUIVALENCIA DE KILATES A MILESIMAS,TOUS,JOYERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,NO SE DETECTO INCUMPLIMIENTO,MAXIMA DISTINCION  S.A. DE C.V.,JOYERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,   CUMPLE CON LA NORMA,CRISTAL JOYAS Y/O JOYAS PLAZA GALERIAS  S.A. DE C.V.,JOYERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA, CUMPLE CON LA NORMA,JOYERO MISTERIOS  Y/O FAUSTO JESUS  CICE�O GONZALEZ,JOYERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,    NO SE DETECTO INCUMPLIMIENTO,JOYERIA EXCLUSIVA CASMA Y/O GILBERTO CASTELAN MARTINEZ,JOYERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,NO SE DETECTO INCUMPLIMIENTO,CRISTAL JOYAS,JOYERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,CUMPLE CON LA NORMA,BOUTIQUE FERNANDA,ROPA PARA DAMA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
TEQUILA, NO SE DETECTO INCUMPLIMIENTO,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
TEQUILA, NO SE DETECTO INCUMPLIMIENTO,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
CEPILLOS DENTALES,    NO SE DETECTO I NCUMPLIMIENTO,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
LECHE,   NO SE DETECTO INCUMPL�IMIENTO,NUEVA WALMART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,CUMPLE CON LA NORMA,EXPRESS TIENDAS DE ALIMENTOS BASICOS,MINI SUPER,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,CUMPLE CON LA NORMA,EXPRESS TIENDAS DE ALIMENTOS BASICOS,MINI SUPER,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
TEQUILA,CUMPLE COMPLE CON LA NORMA,TIENDAS  CHEDRAUI  S.A. DE C.V.,TIENDA DEPARTAMENTAL,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
TEQUILA,CUMPLE CON LA NORMA,CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
TEQUILA,CUMPLE CON LA NORMA,CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES,SE VERIFICO FIGURA CON PROYECTIL DE LA MARCA MATTEL  AUTO CONVERTIBLE DE LA MARCA MATTEL Y  MU�ECA MI PRIMERA BEBE DE LA MARCA FISHERDICCE.,TIENDAS CHEDRAUI  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES,SE VERIFICO SUPER HEROE DE GRAN TAMA�O DE LA MARCA HASBRO  BARBIE CON ACCESORIO DE LA MARCA  MATTEL Y FIGURA CON 4 PROYECTILES DE LA MARCA MATTEL.,BODEGA AURRERA Y/O NUEVA WAL MAR DE MEXICO DE S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
MU�ECOS,SE VERIFICO MU�ECO MI PRIMER OSITO DE LA MARCA MATTEL  MU�ECA Y PONY  MU�ECO TORTUGA NINJA  DE LA MARCA SPIN MASTER.,WAL MART SUPER CENTER  Y/O NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES,SE VERIFICO CLUB HELLO KITY CAFE IMPORTADO POR JUGUETES FAMISA S.A. DE C.V.,TIENDAS SORIANA SA. DE C.V.,TIENDA DE AUTOSERVICIO,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,SE VERIFICO SANDALIAS BLANCAS PARA NI�AS DIFERENTES NUMEROS DE LA MARCA  MINI BURBUJAS Y CALZADO BLANCO PARA NI�AS DIFERENTES NUMEROS DE LA MARCA COQUETA.,ZAPATERIA DUENDY,ZAPATERIA,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES,SE VERIFICO MU�ECA BARBIE DE LA MARCA MATTEL  FIGURA CAOITAN AMERICA DE LA MARCA HASBRO Y GUITARRA TOCA CONMIGO DE LA MARCA FISHERPACCE.,DISTRIBUIDORA JUGUETRON   S.A. DE C.V.,JUGUETERIA,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES, se verifico vehiculo radio control  de la marca mattel  mu�eca con accesorios de la marca mattel y autobus de ciudad de la marca dickie toys.,DISTRIBUIDORA LIVERPOOL S.A. DE C.V.,TIENDA DEPARTAMENTAL,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES,SE VERIFICARON ANNA BANANA DE LA MARCA HASBRO  UN AUTO Y UN CONJUNTO DE LA MARCA MATTEL Y SPIDER-MAN DE LA MARCA HASBIO.,MIXUP MUSIC STORE,TIENDA DEPARTAMENTAL,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ACCESORIOS ELECTRICOS,SE VERIFICO CONSOLAS PORTATILES PARA VIDEO JUEGOS Y SISTEMAS DE CARGA PARA CONTROLES,GAMERS RETAIL STORES,CENTROS DE DIVERSION,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,SE VERIFICO GALLETAS EMPERADOR   PIRUETAS  GALLETAS FORTIFICADAS CON RELLENO SABOR LIMON Y SOPA DE FIDEOS DE LA MARCA KNORR.,CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,SE VERIFICO PAPILLA DE PERA CON VITAMINAS DE LA MARCA HELNZ Y  PURE DE TOMATE  CONDIMENTADO,TIENDAS EXTRA  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
LLANTAS PARA AUTOMOVILES,SE VERIFICO LLANTA RADIAL DE MARCA CITY STAR Y LLANTA RADIAL  MARCA NITTO,NEGOCIOS AVANTE  S.A. DE C.V.,DISTRIBUIDORA DE LLANTAS,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,SE VERIFICO BLUSAS VARIOS COLORES  FALDAS DE TABLONES Y BLUSAS TIPO PLAYERA QUE NO CUMPEL CON LA NORMA. Y NO EXHIBEN PRECIOS DE LOS PRODUCTOS QUE COMERCIALIZA.,SAN PER,PRENDAS DE VESTIR,CHIAPAS,Carece de toda informacion comercial conforme a la norma,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
ROPA,SE VERIFICO PLAYEROS PARA CABALLEROS DE LA MARCA NK  PANTALONES DE LA MARCA BULBOJEANS PARA CABALLERO Y SUDADERAS VARIOS COLORES UNITALLAS DE LA MARCA NK.,MAXIMA,PRENDAS DE VESTIR,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,SE VERIFICO CAMISA PARA CABALLERO DE LA MARCA FIXION  PANTALONES PARA CABALLEROS DE LA MARCA ANTHRAY VARIAS TALLAS Y CHALECOS PARA CABALLEROS DE LA MARCA BINGO�S.,FIXION,PRENDAS DE VESTIR,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,SE VERIFICO SALCHICHAS DE PAVO DE LA MARCA FUD Y QUESO ESTILO OAXACA DE LA MARCA LA VILLITA.,CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,SE VERIFICO VESTIDOS MARCA NINA FERRE   BLUSAS FLOREADAS Y BLUSAS MARCA AVAILABLE QUE CARECEN DE ETIQUETA.,EL CLOSET DE CONSTANTINE BOUTIQUE,BOUTIQUE,CHIAPAS,No cumple con ninguno de los puntos de la Norma,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
ROPA,SE VERIFICO CHAMARRA CON BOLSA NEGRA CON BLANCO DIFERENTES TALLAS DE LA MARCA SANTURYO  MAYAS DEPORTIVAS DIFERENTES COLORES PARA DAMA DE LA MARCA KOKKIRI Y PLAYERAS PARA NI�AS DIFERENTES COLORES DE LA MARCA ARTTEX.,SANTORY INTERNACIONAL,PRENDAS DE VESTIR,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,SE VERIFICO MEZCLA DE LECHE DE LA MARCA MARQUEZ Y ATUN DE LA MARCA DOLORES.,CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BRANDY,SE VERIFICO BRANDY CLASICO DE 500 ML Y JOHNNIE WALKER RED LABEL DE 750 ETIQUETA ROJA.,SUPER CAVA VINOS Y LICORES,BEBIDAS ALCOHOLICAS,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,SE VERIFICO BOTAS PARA MUJER COLOR TURQUEZA Y ZAPATOS NEGROS PARA CABALLEROS.,4,ARTICULOS DE PIEL,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,SE VERIFICO CAMISA DE LA MARCA SHANTAL  SUETER DE LA AMRCA SOPHIA Y VESTIDOS DE DIFERENTES TALLAS  COLORES.,MUJER REAL,ARTICULOS DE PIEL,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,SE VERIFICO VESTIDOS DE NOCHE  CAMISAS MARCA APPAREL  VESTIDOS BLUEBELL Y BLUSAS MARCA TOSKA QUE CARECEN DE INFORMACION DEL IMPORTADOR N RFC  NORMBRE Y DOMICILIO.,LV- LORENA VELARDE FASHION BOUTIQUE,PRENDAS DE VESTIR,CHIAPAS,Carece de datos del Fabricante,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
PRENDAS DE VESTIR,SE VERIFICO BLUSAS  CAMISAS Y PLAYERAS DIVERSAS MARCAS QUE CARECEN DE ETIQUETA,LEGALY STORE,PRENDAS DE VESTIR,CHIAPAS,No cumple con ninguno de los puntos de la Norma,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
PELUCHE,SE VERIFICO OSOS DE PELUCHE LOCKA MART Y MU�ECOS DE PELUCHE.,SNOOPY  PELUCHES  REGALOS Y DETALLES,REGALOS,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
CHOCOLATE,SE VERIFICARON PIEZAS DE CORAZON LONETA  TABLITAS DE CHOCOLATE CON LECHE DESCREMADA Y CAJITAS DE I LOVE GOO HERSHEYS DE KISSSES CHOCOLATE CON LECHE .,DULCERIA EL MOLINO,REGALOS,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
CINTURON DE PIEL,SE VERIFICARON CINTURONES DE VARIOS COLORES  VARIOS MODELOS DE LA MARCA MICHELLY,MICHELLE ACCSORIOS,REGALOS,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PELUCHE,SE VERIFICO COJINES DE LA MARCA FULANITOS Y PELUCHES DE LA MARCA FULANITOS.,LA CASA DE LOS ANGELES,REGALOS,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,SE VERIFICO LATA DE ATUN LOMO DE ATUN ALETA AMARILLA EN ACEITE DE LA MARCA MAZATUN Y LATA DE ATUN LOMO DE ATUN ALETA AMARILLA EN ACEITE DE LA MARCA  MAZATUN,CADENA COMERCIAL OXXO  S.A DE C.V.,TIENDAS DE CONVENIENCIA,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,SE VERIFICO ATUN ANCLA 140 GR Y ATUN SORIANA 140 GR. EN AGUA.,TIENDAS SORIANA S.A. DE C.V.,ABARROTES,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,SE VERIFICO ATUN ALETA AMARILLA EN AGUA CUMPLEN CON LA NORMA.,CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,SE VERIFICO BLUSAS  SIMPLE FASHION  PANTALON JEANS JORDACHE  BERMUDAS G &M  PLAYERA TIPO SPORT Y TRAJES DE BA�O 2 PIEZAS MARCA LONDON BABIES CUMPLEN CON LA NORMA.,TIENDAS CHEDRAUI S.A. DE C.V.,TIENDA DE AUTOSERVICIO,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
TRAJE DE BA�O,SE VERIFICO TRAJES DE BA�O 2 PIEZAS MARCA BASSELINI GIRLSWEAR Y TRAJES DE BA�O ENTERO MARCA VIANNI PLUS.,TIENDAS SORIANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,SE VERIFICO PLAYERAS TIPO POLO Y PLAYERAS MANGA CORTA DE LA MARCA HANG TEN CUMPLEN CON LA NORMA.,HANG TEN,PRENDAS DE VESTIR,CHIAPAS,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
